id;external_id;inventory_number;serial_number;title;device_type_title;manufacturer;responsible_manufacturer;facility_name;location;department;construction_year;commissioning_at;service_partner;comments_field;operation_status;last_maintenance;next_maintenance;medical_device;ce_marking;ce_notified_body;according_to_annex;risk_level;purchase_price;depreciation_in_years;retirement_date
67dd75646a246df2210b72dd;;R080878;080878;Blutdruckmeßgeräte;Blutdruckmeßgeräte;Welch Allyn GmbH & Co. KG;Welch Allyn GmbH & Co. KG;Klinikum Crailsheim;Anästhesie;Anästhesie;2013;2013-01-02;Welch Allyn GmbH, man. Blutdruckg./Ohrthermometer;;active;;;Yes;Yes;;;I;;;
67dd75646a246df2210b72e8;;R100308122833;100308122833;Blutdruckmeßgeräte;Blutdruckmeßgeräte;Welch Allyn GmbH & Co. KG;Welch Allyn GmbH & Co. KG;Klinikum Crailsheim;Station N3A;Innere Medizin;2015;2015-01-02;;;active;;;Yes;Yes;;;I;;;
67dd75646a246df2210b72f8;;R130123124042;130123124042;Blutdruckmeßgeräte;Blutdruckmeßgeräte;Welch Allyn GmbH & Co. KG;Welch Allyn GmbH & Co. KG;Klinikum Crailsheim;Station N3A;Innere Medizin;2013;2013-01-02;;;retired;;;Yes;Yes;;;I;;;2021-12-16
67dd75646a246df2210b7308;;R141008034147;141008034147;Blutdruckmeßgeräte;Blutdruckmeßgeräte;Welch Allyn GmbH & Co. KG;Welch Allyn GmbH & Co. KG;Klinikum Crailsheim;Station N2A;Chirurgie;2014;2014-01-02;;;retired;;;Yes;Yes;;;I;;;2017-12-14
67dd754b6a246df2210b6bc3;;0808;11/8/301/18;Bodystik;Plethysmograf;Geratherm Respiratory GmbH;Geratherm Respiratory GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2011;2011-08-19;Kastner-medical e. K.;;active;;;Yes;Yes;;2;I;;;
67dd75656a246df2210b7355;;R3967847;3967847;Boso varius;Blutdruckmessgerät (manuell);BOSCH + SOHN GmbH u.Co;BOSCH + SOHN GmbH u.Co;Klinikum Crailsheim;Station A1;Geriatrie;2010;2017-12-11;;;active;;;Yes;Yes;;2;I;;;
67dd75656a246df2210b7356;;R3967853;3967853;Boso varius;Blutdruckmessgerät (manuell);BOSCH + SOHN GmbH u.Co;BOSCH + SOHN GmbH u.Co;Klinikum Crailsheim;Station A1;Geriatrie;2010;2010-01-02;;;retired;;;Yes;Yes;;2;I;;;2019-12-20
67dd75666a246df2210b735b;;R4291808;4291808;Boso varius;Blutdruckmessgerät (manuell);BOSCH + SOHN GmbH u.Co;BOSCH + SOHN GmbH u.Co;Klinikum Crailsheim;Station A1;Geriatrie;2017;2017-12-11;;;active;;;Yes;Yes;;2;I;;;
67dd75666a246df2210b7389;;R5596285;5596285;Boso-Egotest;Blutdruckmessgerät (manuell);BOSCH + SOHN GmbH u.Co;BOSCH + SOHN GmbH u.Co;Klinikum Crailsheim;MVZ Kardiologie;Betriebsarzt;2020;2023-02-17;Bosch + Sohn GmbH & Co., boso;;active;;;Yes;Yes;0124;2;I;;;
67dd755a6a246df2210b703d;;2114;1023775;C 051 Thorax;Absauggerät (elektrisch);ATMOS MedizinTechnik GmbH & Co. KG;ATMOS MedizinTechnik GmbH & Co. KG;Klinikum Crailsheim;Ambulanz;Ambulanz;2020;2020-01-08;Atmos MedizinTechnik GmbH & Co. KG, NL Lenzkirch;;active;;;Yes;Yes;0124;;I;;;
67dd755a6a246df2210b703e;;2115;1023774;C 051 Thorax;Absauggerät (elektrisch);ATMOS MedizinTechnik GmbH & Co. KG;ATMOS MedizinTechnik GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2020;2020-01-08;Atmos MedizinTechnik GmbH & Co. KG, NL Lenzkirch;;active;;;Yes;Yes;0124;;I;;;
67dd755e6a246df2210b7170;;2424;1055975;C 051 Thorax;Absauggerät (elektrisch);ATMOS MedizinTechnik GmbH & Co. KG;ATMOS MedizinTechnik GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-10-26;Atmos MedizinTechnik GmbH & Co. KG, NL Lenzkirch;;active;;;Yes;Yes;0124;;I;;;
67dd755e6a246df2210b7171;;2425;1055974;C 051 Thorax;Absauggerät (elektrisch);ATMOS MedizinTechnik GmbH & Co. KG;ATMOS MedizinTechnik GmbH & Co. KG;Klinikum Crailsheim;Intensivstation;Intensivstation;2021;2021-10-26;Atmos MedizinTechnik GmbH & Co. KG, NL Lenzkirch;;active;;;Yes;Yes;0124;;I;;;
67dd75486a246df2210b6ae9;;0410;34661;C 3140;Kaltlichtgerät;ConMed Linvatec Deutschland GmbH;ConMed Linvatec Deutschland GmbH;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2001;;CONMED Deutschland GmbH;;retired;;;Yes;Yes;0123;;I;;;2016-08-12
67dd756b6a246df2210b74da;;1046;121893YP2;C1-5-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2013;2013-10-10;GE Healthcare GmbH;;retired;;;Yes;Yes;0459;;I;;;2022-10-20
67dd7ac36a246df2210b93bf;;2550;1159634WX3;C1-5-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Gerabronn;MVZ Gerabronn;2023;2023-05-31;;;active;;;Yes;Yes;0459;;I;;;
67dd75606a246df2210b71db;;2533;1154753WX6;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2022;2022-10-13;;;active;;;Yes;Yes;0459;;I;;;
67dd75626a246df2210b724a;;2662;287543YP3;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2018;2023-02-13;Medizin-Technik Puzicha GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd75636a246df2210b7288;;2726;139377WX1;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Chirurgie;MVZ;2024;;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd7ac26a246df2210b939b;;1943;689610WX4;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Allgemein;MVZ;2018;2018-09-19;;;retired;;;Yes;Yes;0459;;I;;;2022-11-25
67dd7ac36a246df2210b93a9;;2116;824464WX2;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2019;2020-01-15;;;retired;;;Yes;Yes;0459;;I;;;2023-02-13
67dd7ac36a246df2210b93ad;;2215;891576WX1;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Neurologie;Neurologie;2020;2020-09-14;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93bb;;2536;1150186WX3;C1-5-RS;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;MVZ Allgemein;MVZ;2022;2022-11-10;;;active;;;Yes;Yes;0459;;I;;;
67dd755f6a246df2210b7189;;2449;408788YP8;C1-6-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2021;2022-01-31;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd75616a246df2210b720b;;2596;466352YP2;C1-6-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Intensivstation;Intensivstation;2023;2023-10-18;GE Ultraschall Deutschland GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd7ac26a246df2210b939e;;2039;312872YP5;C1-6-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2019;2019-06-03;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93a7;;2113;338728YP9;C1-6-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2020;2020-01-08;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93c8;;2699;513097YP6;C1-6-D;Ultraschallsonde;GE Healthcare Ultraschall Deutschland GmbH;GE Healthcare Ultraschall Deutschland GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2024;2024-12-19;;;active;;;Yes;Yes;0459;;I;;;
67dd755c6a246df2210b70be;;2249;20D152;C2 Nerve Monitor;Stimulationsgerät, Nerven;inomed Medizintechnik GmbH;inomed Medizintechnik GmbH;Klinikum Crailsheim;Zentral- OP;Zentral- OP;2020;2020-11-04;inomed Medizintechnik GmbH;;active;;;Yes;Yes;0297;1;II;;;
67dd756b6a246df2210b74ef;;1326;V0015185;C251;Ultraschallsonde;Hitachi Medical Systems Deutschland GmbH;Hitachi Medical Systems Deutschland GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2016;2016-03-14;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93c5;;2693;V0066716;C251;Ultraschallsonde;Hitachi Medical Systems Deutschland GmbH;Hitachi Medical Systems Deutschland GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2020;2024-12-03;;;active;;;Yes;Yes;0459;;I;;;
67dd7ac36a246df2210b93b6;;2445;GZo2o585;C253;Ultraschallsonde;Hitachi Medical Systems Europe Holding AG;FUJIFILM Healthcare Europe Holding AG;Klinikum Crailsheim;Station N3B;Innere Medizin;2022;2022-01-13;;;retired;;;Yes;Yes;0123;;I;;;2024-12-03
67dd7ac36a246df2210b93ca;;2646;50HVTL;C5-1 - Sonosite;Ultraschallsonde;FUJIFILM SonoSite,Inc.;FUJIFILM SonoSite GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;2024;2024-03-01;;;active;;;Yes;Yes;2797;;I;;;
67dd756b6a246df2210b74ce;;0970;P07680-30;C60x / 5-2 MHz;Ultraschallsonde;SonoSite GmbH;SonoSite GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;2012;2012-11-21;SonoSite GmbH;;retired;;;Yes;Yes;0086;;I;;;2022-12-19
67dd756a6a246df2210b74aa;;0498;177/0227;CA421;Ultraschall-Schallkopf/Sonde;Esaote Biomedica Deutschland GmbH;Esaote Biomedica Deutschland GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2008;;Esaote Biomedica Deutschland GmbH;;retired;;;Yes;Yes;;;I;;;2016-05-18
67dd756a6a246df2210b74b1;;0630;177/02 026;CA430E;Ultraschallsonde;Esaote Biomedica Deutschland GmbH;Esaote Biomedica Deutschland GmbH;Klinikum Crailsheim;Gyn. Ambulanz;Gynäkologie;2008;2008-01-01;;;active;;;Yes;Yes;;;I;;;
67dd75596a246df2210b702a;;2091;101291560;CAM-USB A-T Kiss;EKG-Meßplatz;GE Healthcare Deutschland, Datex-Ohmeda GmbH;GE Healthcare Deutschland, Datex-Ohmeda GmbH;Klinikum Crailsheim;MVZ Gerabronn;MVZ Gerabronn;2019;2019-10-23;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;;;I;;;
67dd754a6a246df2210b6ba0;;0758;SDT10520207SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station C2;Gynäkologie;2011;2011-01-19;GE Medical Systems Information Technologies, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0086;2;I;;;2024-08-27
67dd754b6a246df2210b6bc1;;0814;SH6113101995A;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2011;2011-09-27;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0086;2;I;;;2021-11-18
67dd754b6a246df2210b6bc4;;0815;SH6113101595A;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2011;2011-09-27;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754c6a246df2210b6bff;;0918;SH611180126SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2011;2012-07-19;GE Medical Systems, Information Technologies GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754c6a246df2210b6c00;;0917;SH611180127SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2011;2012-07-19;GE Medical Systems, Information Technologies GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754c6a246df2210b6c11;;0944;SH612250338SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2012;2012-10-10;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754c6a246df2210b6c13;;0945;SH612360087SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N2A;Chirurgie;2012;2012-10-10;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754c6a246df2210b6c14;;0946;SH612350218SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N2A;Chirurgie;2012;2012-10-10;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0086;2;I;;;2022-09-26
67dd754c6a246df2210b6c15;;0947;SH612360097SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N2A;Chirurgie;2012;2012-10-10;GE Medical Systems Information Technologies GmbH, Klinische Systeme;;retired;;;Yes;Yes;0086;2;I;;;2024-05-10
67dd754c6a246df2210b6c16;;0948;SH612360088SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2012;2012-10-10;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0086;2;I;;;2020-08-03
67dd754c6a246df2210b6c17;;0949;SH612360100SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2012;2012-10-10;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754d6a246df2210b6c47;;1023;SH6133002515A;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Ambu. OP- Zentrum;Ambu. OP- Zentrum;2013;2013-09-04;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754e6a246df2210b6cbe;;1171;SH615140328SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2015;2015-05-04;GE Medical Systems Information Technologies, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd754e6a246df2210b6cbf;;1172;SH615140323SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2015;2015-05-05;;;active;;;Yes;Yes;0086;2;I;;;
67dd75506a246df2210b6d48;;1319;SH615442755SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Ambulanz;Ambulanz;2015;2016-01-04;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd75576a246df2210b6f60;;1879;SH618020114SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N2B;Chirurgie;2018;2018-02-13;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd75576a246df2210b6f77;;1904;SH618070182SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Kreißsaal;Kreißsaal;2018;2018-04-05;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd75576a246df2210b6f7b;;1907;SH618100193SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3B;Innere Medizin;2018;2018-04-17;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd75586a246df2210b6fc6;;1992;SH618430451SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2018;2018-11-28;GE Medical Systems, Information Technologies GmbH;;active;;;Yes;Yes;0086;2;I;;;
67dd75596a246df2210b7029;;2092;SH619050062SA;CARESCAPE V100;Pat.-Überw., Monitor Kompakt;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Station N3A;Innere Medizin;2018;2018-10-25;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;retired;;;Yes;Yes;0086;2;I;;;2024-04-24
67dd755f6a246df2210b719e;;2471;020312133;CARESTREAM DRX-1 System Battery Charger;Netzteil/Ladegerät;Carestream Health Deutschland GmbH;Carestream Health Deutschland GmbH;Klinikum Crailsheim;Radiologie;Radiologie;2016;2016-01-01;Examion GmbH;;retired;;;Yes;Yes;;;I;;;2023-09-21
67dd755f6a246df2210b719f;;2470;072015092;CARESTREAM DRX-1 System Battery Charger;Netzteil/Ladegerät;Carestream Health Deutschland GmbH;Carestream Health Deutschland GmbH;Klinikum Crailsheim;Radiologie;Radiologie;2016;2022-03-08;Carestream Health Deutschland GmbH;;active;;;Yes;Yes;;;I;;;
67dd754d6a246df2210b6c6a;;1073;340578-01;CARLO Classik L;Patientenlifter, fahrbar;BEKA-Hospitec Pflege-und Therapiesysteme GmbH;BEKA-Hospitec Pflege-und Therapiesysteme GmbH;Klinikum Crailsheim;Station A1;Geriatrie;2013;2014-02-10;Beka Hospitec GmbH & Co. KG;;active;;;Yes;Yes;;;I;;;
67dd754a6a246df2210b6b84;;0704;2012492-010;CASE;Messgerät, Ergometrie;GE Healthcare Technologies GmbH;GE Healthcare Technologies GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2010;2010-08-11;GE Healthcare Deutschland, Datex-Ohmeda GmbH;;active;;;Yes;Yes;0459;;I;;;
67dd75476a246df2210b6a97;;0200;5Y9A0366;CATSmart;Autotransfusionssystem;Fresenius AG;Fresenius HemoCare GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;1996;1996-03-08;Fresenius HemoCare GmbH;;retired;;;Yes;Yes;0123;1;II;;;2024-05-22
67dd75606a246df2210b71ec;;2566;0CTA1795;CATSmart;Autotransfusionssystem;Fresenius AG;Fresenius HemoCare GmbH;Klinikum Crailsheim;Anästhesie;Anästhesie;2023;2023-08-30;Fresenius Kabi Deutschland GmbH, Klinische Ernährung;;active;;;Yes;Yes;0123;1;II;;;
67dd755c6a246df2210b70f4;;2304108;2304108;CF-EZ 1500 DL;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2024;2024-03-28;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;;;I;;;
67dd75636a246df2210b729a;;2805443;2805443;CF-H180AL;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2008;;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;0197;;I;;;2018-07-13
67dd75596a246df2210b6ff6;;2032424;2032424;CF-H185L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2020;2020-01-30;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;0197;;I;;;
67dd755b6a246df2210b70ac;;2233147;2233147;CF-H185L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2022;2022-02-09;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;0197;;I;;;
67dd755d6a246df2210b711b;;2344001;2344001;CF-H185L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2024;2024-05-17;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;0197;;I;;;
67dd755e6a246df2210b716f;;2418230;2418230;CF-HQ190I;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2014;2014-09-17;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;;;I;;;2024-10-17
67dd755b6a246df2210b7083;;2185633;2185633;CF-HQ190L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2022;2022-08-17;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;;;I;;;
67dd75636a246df2210b729b;;2875215;2875215;CF-HQ190L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2018;2018-04-25;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;;;I;;;2024-08-22
67dd75636a246df2210b72a3;;2978777;2978777;CF-HQ190L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2019;2019-03-18;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;;;I;;;
67dd75476a246df2210b6ac1;;02913349;02913349;CF-Q140I;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2000;;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;;;I;;;2019-05-29
67dd75586a246df2210b6fd2;;2000784;2000784;CF-Q160L;Endoskop, Coloskop (Video);Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2001;;Olympus Deutschland GmbH, Hauptsitz;;retired;;;Yes;Yes;;;I;;;2018-04-25
67dd756b6a246df2210b74c7;;0829;13500126;CH5-2;Ultraschallsonde;Siemens Healthcare GmbH;Siemens Healthcare GmbH;Klinikum Crailsheim;MVZ Gerabronn;MVZ Gerabronn;2011;2011-10-28;Siemens Healthineers AG;;active;;;Yes;Yes;;;I;;;
67dd755e6a246df2210b7157;;2400021;2400021;CHF-BP30;Endoskop, Choledochoskop;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;1995;1995-02-28;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;0197;;I;;;
67dd75466a246df2210b6a79;;0153;7915767;CLK-3E;Kaltlichtgerät;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;1989;1989-01-02;;;retired;;;Yes;Yes;;;I;;;2015-10-26
67dd756b6a246df2210b74c0;;0809;Z51WBAMZ901621J;CLP-310;Drucker, medizinischer Einsatz;Samsung Electronics GmbH, Healthcare Medical Equipment Division;Samsung Electronics GmbH, Healthcare Medical Equipment Division;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2011;2011-08-19;Samsung Electronics GmbH, Healthcare Medical Equipment Division;;retired;;;Yes;Yes;;;I;;;2024-07-12
67dd75476a246df2210b6a8a;;0178;7803227;CLV-180 / EXERA II;Kaltlichtgerät;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2008;;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;0197;;I;;;2020-01-24
67dd755a6a246df2210b704a;;2127;7986656;CLV-190 / EXERA III;Kaltlichtgerät;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2020;2020-02-06;Olympus Deutschland GmbH, Hauptsitz;;active;;;Yes;Yes;0197;;I;;;
67dd756b6a246df2210b74ca;;0959;7222779;CLV-190 / EXERA III;Kaltlichtgerät;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;MVZ Dr. Ziegler;MVZ;2012;2012-11-07;Olympus Deutschland GmbH, Medical Repair Service;;retired;;;Yes;Yes;0197;;I;;;2024-04-12
67dd756b6a246df2210b74e6;;1260;7553261;CLV-190 / EXERA III;Kaltlichtgerät;Olympus Optical Co. GmbH;Olympus Optical Co. GmbH;Klinikum Crailsheim;Endoskopie;Endoskopie;2015;2015-10-05;Olympus Deutschland GmbH, Medical Repair Service;;active;;;Yes;Yes;0197;;I;;;
67dd754a6a246df2210b6b7e;;0683;360080348;CM 3000;Langzeit, EKG-Aufnahme;GETEMED Medizin- und Informationstechnik AG;GE Medical Systems Information Technologies GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2010;2010-07-20;;;retired;;;Yes;Yes;0197;;I;;;2017-08-15
67dd754a6a246df2210b6b7f;;0684;360080349;CM 3000;Langzeit, EKG-Aufnahme;GETEMED Medizin- und Informationstechnik AG;GE Medical Systems Information Technologies GmbH;Klinikum Crailsheim;Funktionsdiagnostik;EKG;2010;2010-07-20;Getemed Medizin- und Informationstechnik AG;;retired;;;Yes;Yes;0197;;I;;;2018-11-02
