id;title;external_id;device_type_id;device_type_title;emtec_code;training_mandatory;software_version;manufacturer_id;manufacturer;end_of_service;end_of_life;ce_marking;ce_notified_body;responsible_5_mpg;according_to_annex;risk_class;active_device;udi_di
5f7b0447edba93118be9f788;04-0275-003;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b653c8f5fc38000e51c98a;Wissner-Bosserhoff GmbH;;;Ja;;Wissner-Bosserhoff GmbH;;I;Ja;
5f7b0449edba93118be9f7b0;05.001.202;;5f7affb1edba93118be9d117;Chirurgisches Bohrgerät (Akku/elektrisch);;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;0123;SYNTHES GmbH;;I;Ja;
5f7b044cedba93118be9f7d8;05.001.205 - AO/ASIF-Schnellkupplung;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;0123;SYNTHES GmbH;1;II;Ja;" 07611819977853"
5f7b044bedba93118be9f7cc;05.001.212 - Schnellkupplung;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;0123;SYNTHES GmbH;1;II;Ja;" 07611819977907 "
5f7b044bedba93118be9f7d2;05.001.250;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;0123;SYNTHES GmbH;;I;Ja;07611819978409
5f7b044dedba93118be9f7f7;05.001.253;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;;SYNTHES GmbH;1;II;Ja;07611819979734
5f7b0450edba93118be9f829;077559A;;5f7affb8edba93118be9d129;Trenntransformator;;Ja;;64b653b5f5fc38000e51c6f8;Rehder / Partner GmbH;;;Ja;;Rehder / Partner GmbH;;I;Ja;
5f7b045aedba93118be9f8e6;10-1040/1;;5f7affc1edba93118be9d13f;Blutleeregerät (mechanisch);;Ja;;64b653c7f5fc38000e51c95e;Waldemar Link GmbH & Co. KG;;;Ja;;Waldemar Link GmbH & Co. KG;;I;Nein;
5f7b0458edba93118be9f8c8;10-1044/1;;5f7affc1edba93118be9d13f;Blutleeregerät (mechanisch);;Ja;;64b653c7f5fc38000e51c95e;Waldemar Link GmbH & Co. KG;;;Ja;;Waldemar Link GmbH & Co. KG;;I;Nein;
5f7b0459edba93118be9f8db;10-1044/5;;5f7affc1edba93118be9d13f;Blutleeregerät (mechanisch);;Ja;;64b653c7f5fc38000e51c95e;Waldemar Link GmbH & Co. KG;;;Ja;;Waldemar Link GmbH & Co. KG;;I;Nein;
5f7b045bedba93118be9f8fb;10-1044/6;;5f7affc1edba93118be9d13f;Blutleeregerät (mechanisch);;Ja;;64b653c7f5fc38000e51c95e;Waldemar Link GmbH & Co. KG;;;Ja;;Waldemar Link GmbH & Co. KG;;I;Nein;
5f7b0456edba93118be9f89e;1009.31A0;;5f7affbfedba93118be9d13b;Videokamerasystem;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;
5f7b045aedba93118be9f8ef;1021.23;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768003347
5f7b045fedba93118be9f946;105192;;5f7affc8edba93118be9d14c;Bett (mechanisch);;Ja;;5d3ae84aa159c577fd9b72c6;Stiegelmeyer GmbH & Co. KG;;;Ja;;Stiegelmeyer GmbH & Co. KG;;I;Nein;
5f7b0467edba93118be9f9d5;1105 Stretcher Prime;;5f7affbdedba93118be9d136;Liege, Transportliege;;Ja;;64b6cd7016691d0024550968;Stryker Howmedica GmbH;;;Ja;;Stryker GmbH & Co. KG;;I;Ja;07613327278149
5f7b046bedba93118be9fa26;111293;;5f7affd1edba93118be9d163;Kühlschrank, Labor;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b046bedba93118be9fa22;1115;;5f7affbdedba93118be9d136;Liege, Transportliege;;Ja;;64b6d01016691d0024550d71;Stryker Medical;;;Ja;;Stryker GmbH & Co. KG;;I;Ja;07613327278149
5f7b046fedba93118be9fa61;1120.14;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768003347
5f7b046dedba93118be9fa40;1120.21B;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;
5f7b047dedba93118be9fb53;1146.62 B0;;5f7affd2edba93118be9d166;Operationstisch, Lafette;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768003361
5f7b047dedba93118be9fb52;1150.02 A0;;5f7affd2edba93118be9d165;OP - Tischsäule;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768003248
5f7b0482edba93118be9fba4;1160.61 A0;;5f7affd2edba93118be9d166;Operationstisch, Lafette;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768003361
68e90932aa7e4768740f0fc1;1180.61 A0;;5f7affd2edba93118be9d166;Operationstisch, Lafette;;Ja;;68e90932aa7e4768740f0fc2;GETINGE Vertrieb und Service GmbH;;;Ja;;Getinge Deutschland GmbH;;I;Ja;
5f7b0486edba93118be9fbeb;1265 UST UltraSpeed Transformer;;5f7affd9edba93118be9d177;Behandlungseinheit, Augen;;Ja;;64b6cd7716691d0024550975;D.O.R.C. Dutch Ophthalmic Research Center (International) B.V.;;;Ja;0344;D.O.R.C. Deutschland GmbH;1;II;Ja;
5f7b0486edba93118be9fbf7;1266 LEDStar;;5f7affa7edba93118be9d0fe;Kaltlichtgerät;;Ja;;64b6cd7716691d0024550975;D.O.R.C. Dutch Ophthalmic Research Center (International) B.V.;;;Ja;;D.O.R.C. Deutschland GmbH;;I;Ja;
5f7b0487edba93118be9fc08;12L-RS;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682106870
5f7b048eedba93118be9fc78;141397;;5f7affdfedba93118be9d185;Bett, Zubehör;;Ja;;5d3ae84aa159c577fd9b72c6;Stiegelmeyer GmbH & Co. KG;;;Ja;;Stiegelmeyer GmbH & Co. KG;;I;Ja;
5f7b0495edba93118be9fcfb;16 13 04;;5f7affd1edba93118be9d163;Kühlschrank, Labor;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b049aedba93118be9fd5c;173104;;5f7affd1edba93118be9d163;Kühlschrank, Labor;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b1067edba93118beaaa0c;1975.00 A0;;5f7affe7edba93118be9d19b;Patientenumbettvorrichtung;;Ja;;64b653a5f5fc38000e51c4b6;MAQUET GmbH & Co.KG Inland;;;Ja;;MAQUET GmbH & Co.KG Inland;;I;Ja;04046768045156
5f7b04a2edba93118be9fddf;2 0003 1;;5f7affd8edba93118be9d174;Kühlschrank, Medikamente;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b04a0edba93118be9fdc9;2 1048 4;;5f7affd8edba93118be9d174;Kühlschrank, Medikamente;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b04a6edba93118be9fe30;20 1614 20 - Power LED 175;;5f7affa7edba93118be9d0fe;Kaltlichtgerät;;Ja;;5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;04048551288900
68f9d9e036c3e1e993d2736c;20020060;;5f7affdbedba93118be9d17b;Gerätewagen;;Ja;;67a478038cdddcff0fbc1c23;KARL STORZ SE & Co. KG;;;Nein;;KARL STORZ SE & Co. KG;;I;Ja;
5f7b04b4edba93118be9ff37;20315-000;;5f7afff1edba93118be9d1b3;Deckenversorgungseinheit;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;0124;Baxter Medical Systems GmbH & Co. KG;;I;Ja;
5f7b04b6edba93118be9ff4f;20315-001;;5f7afff1edba93118be9d1b3;Deckenversorgungseinheit;;Ja;;5d3ae807a159c577ac4b8254;Dräger Medical AG & Co. KGaA;;;Ja;0124;Dräger Medical AG & Co. KGaA;;I;Ja;
5f7b04b4edba93118be9ff30;2050 E;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b04ecedba93118bea032d;2050357;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;
5f7b04b8edba93118be9ff7e;2080 E;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b04b7edba93118be9ff5e;2080 S;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
67bdaeaf87b107ff53cc674b;21-0270-25;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;64b6ce0916691d0024550a58;Smiths Medical;;;Ja;;ICU Medical;;;Ja;15019517126884
5f7b04c0edba93118bea000b;22 2200 55-3 - Image1 H3-Z;;5f7affd6edba93118be9d170;Kamera, CCD;;Ja;;5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;
67dd6a006a246df2210b1af7;22201020-110 IMAGE1 Hub HD;;67dd68c16a246df2210b189a;Videoprozessor, endoskopisch;;Ja;;67a478038cdddcff0fbc1c23;KARL STORZ SE & Co. KG;;;Ja;;KARL STORZ SE & Co. KG;;I;Ja;
5f7b04ccedba93118bea00ea;24K;;5f7affcdedba93118be9d158;Kryokonservierungsbehälter;;Ja;;690509bd4d75c5fda9fa0083;Taylor Wharton Germany GmbH;;;Ja;0044;Taylor Wharton Germany GmbH;;I;Ja;
68f9fdd5ef04ab932759733a;27005BA;;5f7aff87edba93118be9d09d;Optik, starr;;Ja;;67a478038cdddcff0fbc1c23;KARL STORZ SE & Co. KG;;;Ja;0123;KARL STORZ SE & Co. KG;;I;Ja;
5f7b04efedba93118bea0360;2MHz Stiftsonde;;607594af0e6791017cdbbef2;Ultraschallsonde, Doppler;;Ja;;64b65390f5fc38000e51c189;ELCAT GmbH;;;Ja;;ELCAT GmbH;;I;Ja;
68fa0e8876b0b84e189961b2;2P2;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;64b653bbf5fc38000e51c7dd;Shenzhen Mindray Bio-Medical Electronics Co., Ltd.;;;Nein;;Mindray Medical Germany GmbH;;I;Ja;
5f7b04f0edba93118bea0368;3.5C40S;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae807a159c577ac4b825b;Siemens Healthcare GmbH;;;Ja;0197;Siemens Healthcare GmbH;;I;Ja;
5f7b04f1edba93118bea0380;3010;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b04f6edba93118bea03e6;3080;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b04f6edba93118bea03db;3080 K;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
6697c3f58a55f7d53f098f3b;32HL714S;;5f7affcaedba93118be9d152;Monitor (Allgemein);;Ja;;64b653a1f5fc38000e51c43c;LG Electronics Deutschland GmbH;;;Nein;;LG Electronics Deutschland GmbH;;;Ja;04250613842986
5f7b0d23edba93118bea7b52;33102708;;5f7b0046edba93118be9d28b;Infusionstechnik, Netzteil;;Ja;;5d3ae80aa159c577ac4b8273;B. Braun Melsungen AG;;;Ja;;B. Braun Melsungen AG;1;II;Ja;04046964457364
68b6d1d607c1122ca289d0e5;3500CP-G3;;5f7affffedba93118be9d1d8;Herz-Lungen Maschine, Gasblender;;Ja;;64b6cd9416691d0024550998;Sechrist Industries Inc.;;;Ja;1639;Sechrist Industries Inc.;;I;Ja;00852682007491
5f7b050fedba93118bea0569;3SP-D;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;08809476810098
5f7b0510edba93118bea057d;3Sc-RS;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682116527
68ea3cf7aa7e4768740f35f1;4513;;60759448355626017eddc75e;Laserdrucker;;Ja;;68d54392601d97bf604a3179;Lexmark International, Inc.;;;Ja;;Lexmark International, Inc.;;;Ja;
5f7b0528edba93118bea0735;4544 133;;5f7affc2edba93118be9d143;Operationstisch, Tischplatte;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;0086;Baxter Medical Systems GmbH & Co. KG;;I;Ja;
5f7b0528edba93118bea072a;4544 148;;5f7affd2edba93118be9d166;Operationstisch, Lafette;;Ja;;64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;;;Ja;0086;Baxter Medical Systems GmbH & Co. KG;;I;Ja;
5f7b0534edba93118bea0809;485B;;5f7affa7edba93118be9d0fe;Kaltlichtgerät;;Ja;;5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;;;Ja;;KARL STORZ GmbH & Co. KG;;I;Ja;
5f7b0534edba93118bea0803;4C-RS;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0843;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682105255
5f7b0535edba93118bea081f;4MHz Stiftsonde;;607594af0e6791017cdbbef2;Ultraschallsonde, Doppler;;Ja;;64b65390f5fc38000e51c189;ELCAT GmbH;;;Ja;;ELCAT GmbH;;I;Ja;
5f7b053eedba93118bea08b4;51 88 607 E530 U;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;5d3ae807a159c577ac4b825b;Siemens Healthcare GmbH;;;Ja;;Siemens Healthcare GmbH;;I;Ja;
5f7b0540edba93118bea08d4;511.110;;5f7affb2edba93118be9d119;Chirurgisches Bohrgerät (DL/Welle);;Ja;;64b653b8f5fc38000e51c773;SYNTHES GmbH;;;Ja;;SYNTHES GmbH;;I;Ja;
5f7b0550edba93118bea09f9;5380 K;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b0551edba93118bea0a07;5384 - Kepler - Select;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b0551edba93118bea0a04;5384 - Kepler - Style;;607594180e6791017cdbbee6;Bett (elektrisch);;Ja;;64b6cd8016691d0024550985;Völker GmbH;;;Ja;;Völker GmbH;;I;Ja;
5f7b0557edba93118bea0a69;5393040 - 2-fach Verteiler;;5f7affe5edba93118be9d196;Entnahmestellenblock (O2);;Ja;;64b6539af5fc38000e51c327;Heyer Aerotech GmbH;;;Ja;;Heyer Aerotech GmbH;;I;Ja;
5f7b0552edba93118bea0a1a;5393050 - 2-fach Verteiler;;5f7b000dedba93118be9d1fc;Entnahmestellenblock (DL);;Ja;;64b6539af5fc38000e51c327;Heyer Aerotech GmbH;;;Ja;;Heyer Aerotech GmbH;;I;Ja;
5f7b0552edba93118bea0a1b;5400-050-000;;5f7affb1edba93118be9d116;Steuereinheit, chirurgisches Antriebssystem;;Ja;;64b653bdf5fc38000e51c838;Stryker Corporation;;;Ja;0197;Stryker GmbH & Co. KG;1;II;Ja;07613153011781
5fbce862fa2bdde7f42e5086;555-2710;;5f7b0002edba93118be9d1df;Druckminderer;;Ja;;64b6539af5fc38000e51c327;Heyer Aerotech GmbH;;;Ja;;Heyer Aerotech GmbH;;I;Ja;
5f7b0565edba93118bea0b69;5973958;;5f7afff1edba93118be9d1b3;Deckenversorgungseinheit;;Ja;;5d3ae807a159c577ac4b8254;Dräger Medical AG & Co. KGaA;;;Ja;;Dräger Medical AG & Co. KGaA;;I;Ja;
64f29c2b5d8deb0010c72e38;5C1e;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae875a159c577fd9b746c;BK Ultrasound Medizinische Systeme GmbH;;;Ja;;BK Ultrasound Medizinische Systeme GmbH;;I;Ja;05704916000356
5f7b0568edba93118bea0b95;600;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;6852cb6bc100cb4cb720369c;P.J. Dahlhausen & Co. GmbH;;;Ja;;P.J. Dahlhausen & Co. GmbH;;I;Ja;
5f7b0569edba93118bea0ba7;602.620;;5f7b001dedba93118be9d224;Kardiotokograph, Transducer (US);;Ja;;64b65392f5fc38000e51c1e3;Envitec-Wismar GmbH;;;Ja;0366;Envitec-Wismar GmbH;;I;Ja;
5f7b056cedba93118bea0bdd;6208 - S6 Sagittal Saw;;5f7affeeedba93118be9d1ad;Chirurgische Säge (Akku/elektrisch);;Ja;;64b653bdf5fc38000e51c838;Stryker Corporation;;;Ja;0197;Stryker GmbH & Co. KG;1;II;Ja;
5f7b0573edba93118bea0c66;6805221;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;5d3ae8b5a159c577fd9b76d9;Dräger Medical Deutschland GmbH;;;Ja;;Dräger Medical Deutschland GmbH;;I;Ja;
5f7b0574edba93118bea0c78;6S-D;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0459;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682111263
5f7b0575edba93118bea0c84;6Tc-RS;;5f7afff3edba93118be9d1b9;Ultraschallsonde, TEE;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0470;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682115735
5f7b0576edba93118bea0c94;6VT-D;;5f7afff3edba93118be9d1b9;Ultraschallsonde, TEE;;Ja;;5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;;;Ja;0120;GE Healthcare Ultraschall Deutschland GmbH;;I;Ja;00840682115650
5f7b057aedba93118bea0cda;7081 019;;5f7affd8edba93118be9d174;Kühlschrank, Medikamente;;Ja;;64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;;;Ja;;Liebherr-International Deutschland GmbH;;I;Ja;
5f7b057bedba93118bea0ce9;7114x - Universal Charger;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;64b653c8f5fc38000e51c970;Welch Allyn GmbH & Co. KG;;;Ja;;Welch Allyn GmbH & Co. KG;;I;Ja;00732094336528
68f9fb52ef04ab9327597320;7230FA - HOPKINS II 45°;;5f7aff87edba93118be9d09d;Optik, starr;;Ja;;67a478038cdddcff0fbc1c23;KARL STORZ SE & Co. KG;;;Ja;;KARL STORZ SE & Co. KG;;I;Ja;
5f7b0585edba93118bea0d9f;74 96 255 E560U - Infinity Telemetry;;5f7affb6edba93118be9d123;Telemetriegerät, Sender;;Ja;;64b6538ff5fc38000e51c169;Dräger Medical AG;;;Ja;0123;Dräger Medical Deutschland GmbH;;I;Ja;
5f7b0587edba93118bea0dcb;75003530/02;;5f7affbcedba93118be9d133;Zentrifuge;;Ja;;64b6537df5fc38000e51bea5;Abbott GmbH;;;Ja;;Abbott GmbH;;I;Ja;
5f7b058bedba93118bea0e0a;7742;;5f7affbfedba93118be9d13b;Videokamerasystem;;Ja;;66d9c78a4ee4d203e39ca4d2;Wisap Medical Technology GmbH;;;Ja;;Wisap Medical Technology GmbH;;I;Ja;
68ef5792102ce7983fe2257f;820 K;;5f7affe7edba93118be9d19b;Patientenumbettvorrichtung;;Ja;;68ef5792102ce7983fe22580;Schnitzler Rettungsprodukte GmbH und Co. KG;;;Ja;;Schnitzler Rettungsprodukte GmbH und Co. KG;;I;Ja;
5f7b059fedba93118bea0f77;865220 - Intellivue CL Charging Unit;;5f7affafedba93118be9d113;Netzteil/Ladegerät;;Ja;;679895933b3e52059494d1b9;Philips Medizin Systeme Böblingen GmbH;;;Ja;;Philips Medizin Systeme Böblingen GmbH;;I;Ja;
5f7b0d23edba93118bea7b5c;8713110D;;5f7b0046edba93118be9d28b;Infusionstechnik, Netzteil;;Ja;;5d3ae80aa159c577ac4b8273;B. Braun Melsungen AG;;;Ja;;B. Braun Melsungen AG;1;II;Ja;04046964457364
5f7b05a9edba93118bea100c;8811 - 5-12 MHz;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae875a159c577fd9b746c;BK Ultrasound Medizinische Systeme GmbH;;;Ja;0543;BK Ultrasound Medizinische Systeme GmbH;;I;Ja;05704916000509
5f7b05acedba93118bea1031;8830 - 2-6 MHz;;5f7affb5edba93118be9d120;Ultraschallsonde;;Ja;;5d3ae875a159c577fd9b746c;BK Ultrasound Medizinische Systeme GmbH;;;Ja;0543;BK Ultrasound Medizinische Systeme GmbH;;I;Ja;05704916000608
6780efe44533494cb08914ca;89-8510-440-20;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653c9f5fc38000e51c9ad;Zimmer Biomet Deutschland GmbH;;;Ja;0124;Zimmer Biomet Deutschland GmbH;;I;Ja;
6780efe261eddb3a27c50753;89-8521-470-30;;5f7affb2edba93118be9d118;Chirurgisches Handstück/Aufsatz/Zubehör;;Ja;;64b653c9f5fc38000e51c9ad;Zimmer Biomet Deutschland GmbH;;;Ja;;Zimmer Biomet Deutschland GmbH;;I;Ja;
5f7b05b0edba93118bea1085;8934.432;;5f7b00bdedba93118be9d3ba;Endoskop, starr;;Ja;;5d3ae80aa159c577ac4b8271;Richard Wolf GmbH;;;Ja;;Richard Wolf GmbH;;I;Ja;
5f7b05b4edba93118bea10c5;8MHz Stiftsonde;;607594af0e6791017cdbbef2;Ultraschallsonde, Doppler;;Ja;;64b65390f5fc38000e51c189;ELCAT GmbH;;;Ja;;ELCAT GmbH;;I;Ja;
5f7b05b5edba93118bea10d0;90205-32;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;2;I;Ja;
5f7b05b5edba93118bea10d4;90207-2Q;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;2;I;Ja;
5f7b05b6edba93118bea10e8;90207-32;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;2;I;Ja;
5f7b05b6edba93118bea10e6;90217-2;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;2;I;Ja;
5f7b05b5edba93118bea10da;90217A;;5f7b002dedba93118be9d24c;Langzeit, BD-Aufnahme;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;2;I;Ja;
5f7b05b7edba93118bea10f3;90229-32;;5f7b002dedba93118be9d24d;Langzeit, BD-Auswertung;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;;I;Ja;
5f7b05b7edba93118bea10f6;90239 A;;5f7b002dedba93118be9d24d;Langzeit, BD-Auswertung;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;;I;Ja;
5f7b05b8edba93118bea1108;90309;;5f7b002eedba93118be9d24f;Pat.-Überw., Monitor Transport;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;1+2;II;Ja;
5f7b05b7edba93118bea10ee;90341-32 Transmiter;;5f7affb6edba93118be9d123;Telemetriegerät, Sender;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
5f7b05b7edba93118bea10f1;90385-2 AEHPX;;5f7b0018edba93118be9d219;Pat.-Überw., Zentrale;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
5f7b05bbedba93118bea1145;90385-2 BEFX;;5f7b008fedba93118be9d344;Pat.-Überw., Monitor;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;;Spacelabs Healthcare GmbH;1;II;Ja;
5f7b05b7edba93118bea10fd;90467;;5f7afff4edba93118be9d1bb;Pat.-Überw., Modul;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;1+2;II;Ja;
5f7b05bdedba93118bea1159;90470-02;;5f7b0010edba93118be9d204;Pat.-Überw., Modul, Multi;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;1+2;II;Ja;
5f7b05baedba93118bea112c;90479-CX;;5f7b0017edba93118be9d214;Telemetriegerät, Empfänger;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
5f7b05b8edba93118bea1106;90491;;5f7b002aedba93118be9d245;Pat.-Überw., Modulbox;;Ja;;5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;;;Ja;0123;Spacelabs Healthcare GmbH;;I;Ja;
